Site_name,Site_location,Site_code,Replicate,Sieve_size_mm,Condition,Species_code,Species_name,Abundance
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPX55,Corbula gibba,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPN1,Ennucula obliqua,3
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,2,Live,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPV1,Placamen placidum,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MGN1,Nassarius nigellus,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX55,Corbula gibba,82
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX8,Pratulum thetidis,2
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPN1,Ennucula obliqua,22
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPV4,Timoclea sp.4,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX15,Hiatella australis,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX17,Purpurocardia bimaculata,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX27,Plectodon brazieri,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX26,Theora lubrica,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPV5,Irus cf. carditoides,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Dead,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX55,Corbula gibba,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPN1,Ennucula obliqua,6
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX26,Theora lubrica,1
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1.4,Live,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPV1,Placamen placidum,1
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX55,Corbula gibba,17
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX8,Pratulum thetidis,2
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPN1,Ennucula obliqua,12
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPV4,Timoclea sp.4,6
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX15,Hiatella australis,2
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX27,Plectodon brazieri,1
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Dead,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX55,Corbula gibba,2
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPN1,Ennucula obliqua,16
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX26,Theora lubrica,1
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,2,1,Live,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MGN1,Nassarius nigellus,6
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX32,Limaria imitans,1
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX55,Corbula gibba,26
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPN1,Ennucula obliqua,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Dead,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX55,Corbula gibba,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPN1,Ennucula obliqua,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,4,Live,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPO7,#N/A,1
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MGN1,Nassarius nigellus,23
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX62,Raeta pulchella,2
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX55,Corbula gibba,7
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX8,Pratulum thetidis,17
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPN1,Ennucula obliqua,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPV4,Timoclea sp.4,3
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX15,Hiatella australis,3
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Dead,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX55,Corbula gibba,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPN1,Ennucula obliqua,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2.8,Live,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPO7,#N/A,1
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MGN1,Nassarius nigellus,3
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX62,Raeta pulchella,1
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX55,Corbula gibba,6
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX8,Pratulum thetidis,8
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPN1,Ennucula obliqua,5
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPV4,Timoclea sp.4,2
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX15,Hiatella australis,1
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX26,Theora lubrica,1
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Dead,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX55,Corbula gibba,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPN1,Ennucula obliqua,8
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,2,Live,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MGN1,Nassarius nigellus,3
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX55,Corbula gibba,15
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPN1,Ennucula obliqua,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPV4,Timoclea sp.4,2
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX15,Hiatella australis,3
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MGA3,Notoacmea flammea,1
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MGT16,#N/A,1
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPO5,Ostrea (Eostrea) angasi,1
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Dead,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX55,Corbula gibba,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPN1,Ennucula obliqua,13
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX26,Theora lubrica,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPX1,Mysella donaciformis,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1.4,Live,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX55,Corbula gibba,9
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX8,Pratulum thetidis,4
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPN1,Ennucula obliqua,4
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPV4,Timoclea sp.4,6
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX15,Hiatella australis,3
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX17,Purpurocardia bimaculata,2
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX27,Plectodon brazieri,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX26,Theora lubrica,2
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MGT16,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPX1,Mysella donaciformis,2
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MGD1,Diala suturalis,1
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MGT15,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Dead,MPM1,Musculus impactus,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MGN1,Nassarius nigellus,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPX32,Limaria imitans,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPX55,Corbula gibba,1
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPX8,Pratulum thetidis,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPN1,Ennucula obliqua,8
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPV4,Timoclea sp.4,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPX15,Hiatella australis,0
Kangaroo_Bay,Derwent,IPHC15,3,1,Live,MPX17,Purpurocardia bimaculata,0
