"","Site Code","Faunal mid-depth.x","Species name","Abundance"
"18476","IPHC-30",32.5,"Thyasira adelaideana.y",0
"18477","IPHC-30",32.5,"Timoclea (Chioneryx) cardioides",0
"18478","IPHC-30",32.5,"Venericardia bimaculata",0
"18479","IPHC-30",32.5,"Venerupis (Venerupis) anomala",0
"18480","IPHC-30",32.5,"Zafra atkinsoni",0
"18481","IPHC-30",42.5,"Agatha simplex",0
"18482","IPHC-30",42.5,"Alaba monile",0
"18483","IPHC-30",42.5,"Alaba translucida",0
"18484","IPHC-30",42.5,"Assiminea tasmanica",0
"18485","IPHC-30",42.5,"Austrocochlea sp",0
"18486","IPHC-30",42.5,"Bankivia fasciatus",0
"18487","IPHC-30",42.5,"Bassina disjecta",1
"18488","IPHC-30",42.5,"Bittium granarium",1
"18489","IPHC-30",42.5,"Biv APA",0
"18490","IPHC-30",42.5,"Biv CP",0
"18491","IPHC-30",42.5,"Biv CV",0
"18492","IPHC-30",42.5,"Biv D",1
"18493","IPHC-30",42.5,"Biv EP",0
"18494","IPHC-30",42.5,"Biv ET",0
"18495","IPHC-30",42.5,"Biv EW",0
"18496","IPHC-30",42.5,"Biv FB",0
"18497","IPHC-30",42.5,"Biv FC",0
"18498","IPHC-30",42.5,"Biv FE",0
"18499","IPHC-30",42.5,"Biv FI",0
"18500","IPHC-30",42.5,"Biv FJ",0
"18501","IPHC-30",42.5,"Biv FK",0
"18502","IPHC-30",42.5,"Biv Z",0
"18503","IPHC-30",42.5,"Callista (Notocallista) diemenensis",5
"18504","IPHC-30",42.5,"Cardita excavata",0
"18505","IPHC-30",42.5,"Chemnitzia mariae",0
"18506","IPHC-30",42.5,"Bembicium sp",0
"18507","IPHC-30",42.5,"Clanculus sp_",0
"18508","IPHC-30",42.5,"Corbula (Varicorbula) gibba",0
"18509","IPHC-30",42.5,"Crassostrea gigas",0
"18510","IPHC-30",42.5,"Cuspidaria brazieri  (check)",9
"18511","IPHC-30",42.5,"Diala suturalis",6
"18512","IPHC-30",42.5,"Dolicrossea labiata",0
"18513","IPHC-30",42.5,"Dosinia caerulea",0
"18514","IPHC-30",42.5,"Dosinia crocea (check)",0
"18515","IPHC-30",42.5,"Dosinia victoriae",0
"18516","IPHC-30",42.5,"Electroma (Electroma) georgiana",3
"18517","IPHC-30",42.5,"Equichlamys bifrons",0
"18518","IPHC-30",42.5,"Fulvia tenuicostata",16
"18519","IPHC-30",42.5,"Fusinus novohollandiae",0
"18520","IPHC-30",42.5,"Gast EI",0
"18521","IPHC-30",42.5,"Gast EJ",0
"18522","IPHC-30",42.5,"Gast_ E",0
"18523","IPHC-30",42.5,"Gast_ EC",0
"18524","IPHC-30",42.5,"Gast_ ED",0
"18525","IPHC-30",42.5,"Gast_ EF",0
"18526","IPHC-30",42.5,"Gast_ EH",0
"18527","IPHC-30",42.5,"Gastrochaena (Gastrochaena) tasmanica",0
"18528","IPHC-30",42.5,"Gazameda gunnii",0
"18529","IPHC-30",42.5,"Guraleus alucinans",1
"18530","IPHC-30",42.5,"Hemitoma subemarginata",0
"18531","IPHC-30",42.5,"Hiatella australis",11
"18532","IPHC-30",42.5,"Hydrococcus brazieri",0
"18533","IPHC-30",42.5,"Isotriphora sp",0
"18534","IPHC-30",42.5,"Katelysia rhytiphora",0
"18535","IPHC-30",42.5,"Katelysia scalarina",0
"18536","IPHC-30",42.5,"Lasaea australis",0
"18537","IPHC-30",42.5,"Laternula spp or Periploma (Offadesma) angasi",0
"18538","IPHC-30",42.5,"Leionucula obliqua",0
"18539","IPHC-30",42.5,"Limpet A",0
"18540","IPHC-30",42.5,"Limpet D",0
"18541","IPHC-30",42.5,"Litozamia brazieri",0
"18542","IPHC-30",42.5,"Mactra (Electomactra) antecedens",0
"18543","IPHC-30",42.5,"Maoricolpus roseus",0
"18544","IPHC-30",42.5,"Melliteryx acupuncta",0
"18545","IPHC-30",42.5,"Mimachlamys asperrima",0
"18546","IPHC-30",42.5,"Miralda suprasculpta",0
"18547","IPHC-30",42.5,"Mitrella tayloriana?",0
"18548","IPHC-30",42.5,"Musculus sp_",0
"18549","IPHC-30",42.5,"Myadora sp_",5
"18550","IPHC-30",42.5,"Myrtea (Myrtea) mayi",0
"18551","IPHC-30",42.5,"Mysella cf_ lactea",0
"18552","IPHC-30",42.5,"Mysella donaciformis",0
"18553","IPHC-30",42.5,"Nassarius nigellus",4
"18554","IPHC-30",42.5,"Nassarius pauperatus",2
"18555","IPHC-30",42.5,"Nemocardium (Pratulum) thetidis",22
"18556","IPHC-30",42.5,"Nozeba topaziaca",1
"18557","IPHC-30",42.5,"Nucula coura?",0
"18558","IPHC-30",42.5,"Odostomia occultidens",0
"18559","IPHC-30",42.5,"Ostrea angasi",0
"18560","IPHC-30",42.5,"Paphies (Atactodea) erycinaea",0
"18561","IPHC-30",42.5,"Parathyasira cf resupina",0
"18562","IPHC-30",42.5,"Pecten fumatus",6
"18563","IPHC-30",42.5,"Penion mandarinus",0
"18564","IPHC-30",42.5,"Petricola (Velargilla) rubiginosa",0
"18565","IPHC-30",42.5,"Phasianotrochus rutilus",0
"18566","IPHC-30",42.5,"Philine angasi",0
"18567","IPHC-30",42.5,"Philine sp or retusa sp?",2
"18568","IPHC-30",42.5,"Placamen placidum",10
"18569","IPHC-30",42.5,"Pyrgiscus fusca",0
"18570","IPHC-30",42.5,"Retusa sp_",2
"18571","IPHC-30",42.5,"Scissurella atkinsoni",0
"18572","IPHC-30",42.5,"Seila crocea",0
"18573","IPHC-30",42.5,"Spisula (Notospisula) trigonella",1
"18574","IPHC-30",42.5,"Syrnola bifasciata",0
"18575","IPHC-30",42.5,"Tahunanina subalata",0
"18576","IPHC-30",42.5,"Tellina (Macomona) margaratina",8
"18577","IPHC-30",42.5,"Tellina deltoides",0
"18578","IPHC-30",42.5,"Theora lubrica",0
"18579","IPHC-30",42.5,"Theora fragilis",6
"18580","IPHC-30",42.5,"Thracia cf myodoroides",0
"18581","IPHC-30",42.5,"Thyasira adelaideana (fragments?)",0
"18582","IPHC-30",42.5,"Timoclea (Chioneryx) cardioides",65
"18583","IPHC-30",42.5,"Venericardia bimaculata",3
"18584","IPHC-30",42.5,"Venerupis largillierti",0
"18585","IPHC-30",42.5,"Venerupis anomala",0
"18586","IPHC-30",42.5,"Volvulella rostrata (check)",1
"18587","IPHC-30",42.5,"Wallucina assimilis",0
"18588","IPHC-30",42.5,"Zafra atkinsoni",0
"18589","IPHC-30",42.5,"Zalapais inscripta?",0
"18590","IPHC-30",42.5,"Mid-depth",0
"18591","IPHC-30",42.5,"MDS code old.y",0
"18592","IPHC-30",42.5,"MDS code.y",0
"18593","IPHC-30",42.5,"?Eugaimardia sp_",0
"18594","IPHC-30",42.5,"Agatha simplex.y",0
"18595","IPHC-30",42.5,"Alaba monile.y",0
"18596","IPHC-30",42.5,"Alaba translucida.y",0
"18597","IPHC-30",42.5,"Alvania (alvania) fasciata",0
"18598","IPHC-30",42.5,"Amphithalamus obesus",0
"18599","IPHC-30",42.5,"Ascorbis victoriae",0
"18600","IPHC-30",42.5,"Asperdaphne sp",0
"18601","IPHC-30",42.5,"Assiminea tasmanica.y",0
"18602","IPHC-30",42.5,"Austrocochlea brevis",0
"18603","IPHC-30",42.5,"Austrocochlea odontis",0
"18604","IPHC-30",42.5,"Austromitra analogica",0
"18605","IPHC-30",42.5,"Austrorissopsis consobrina",0
"18606","IPHC-30",42.5,"Bankivia fasciata",0
"18607","IPHC-30",42.5,"Bassina disjecta.y",0
"18608","IPHC-30",42.5,"Belloliva brazieri",0
"18609","IPHC-30",42.5,"Bembicium melanostomum (check)",0
"18610","IPHC-30",42.5,"Bittium granarium.y",0
"18611","IPHC-30",42.5,"Biv AK",0
"18612","IPHC-30",42.5,"Biv AP",0
"18613","IPHC-30",42.5,"Biv CP.y",0
"18614","IPHC-30",42.5,"Biv CT",0
"18615","IPHC-30",42.5,"Biv CV.y",0
"18616","IPHC-30",42.5,"Biv D.y",0
"18617","IPHC-30",42.5,"Biv DB",0
"18618","IPHC-30",42.5,"Biv DM",0
"18619","IPHC-30",42.5,"Biv DO",0
"18620","IPHC-30",42.5,"Biv DS",0
"18621","IPHC-30",42.5,"Biv DT",0
"18622","IPHC-30",42.5,"Biv EF",0
"18623","IPHC-30",42.5,"Biv EG",0
"18624","IPHC-30",42.5,"Biv EP.y",0
"18625","IPHC-30",42.5,"Biv EY",0
"18626","IPHC-30",42.5,"Biv FA",0
"18627","IPHC-30",42.5,"Callista (Notocallista) diemenensis.y",0
"18628","IPHC-30",42.5,"Cardita excavata.y",0
"18629","IPHC-30",42.5,"cf Benthoxystus petterdi",0
"18630","IPHC-30",42.5,"cf Mesoginella pygmaeoides",0
"18631","IPHC-30",42.5,"cf Nuculana (Scaeoleda) comita",0
"18632","IPHC-30",42.5,"Chemnitzia mariae.y",0
"18633","IPHC-30",42.5,"Clanculus sp_.y",0
"18634","IPHC-30",42.5,"Clathrus minora",0
"18635","IPHC-30",42.5,"Colpospira (Ctenocolpus) australis",0
"18636","IPHC-30",42.5,"Corbula (Varicorbula) gibba.y",0
"18637","IPHC-30",42.5,"Crassitoniella erratica erratica",0
"18638","IPHC-30",42.5,"Cratis new species",0
"18639","IPHC-30",42.5,"Cuspidaria brazieri  (check).y",0
"18640","IPHC-30",42.5,"Dentimitrella sp",0
"18641","IPHC-30",42.5,"Diala suturalis.y",0
"18642","IPHC-30",42.5,"Diplodonta tasmanica",0
"18643","IPHC-30",42.5,"Divalucina cumingi",0
"18644","IPHC-30",42.5,"Dolicrossea labiata.y",0
"18645","IPHC-30",42.5,"Dosinia caerulea.y",0
"18646","IPHC-30",42.5,"Dosinia crocea (check).y",0
"18647","IPHC-30",42.5,"Dosinia victoriae.y",0
"18648","IPHC-30",42.5,"Electroma (Electroma) georgiana.y",0
"18649","IPHC-30",42.5,"Epicodakia tatei",0
"18650","IPHC-30",42.5,"Equichlamys bifrons.y",0
"18651","IPHC-30",42.5,"Ethminolia mayi",0
"18652","IPHC-30",42.5,"Etrema denseplicata",0
"18653","IPHC-30",42.5,"Fossarina (Minopa) legrandi",0
"18654","IPHC-30",42.5,"Fossarina (Minopa) tasmanica",0
"18655","IPHC-30",42.5,"Friginatica beddomei",0
"18656","IPHC-30",42.5,"Fulvia tenuicostata.y",0
"18657","IPHC-30",42.5,"Fusinus novohollandiae.y",0
"18658","IPHC-30",42.5,"Gari (Gari) livida",0
"18659","IPHC-30",42.5,"Gast_ AU",0
"18660","IPHC-30",42.5,"Gast_ DW",0
"18661","IPHC-30",42.5,"Gastrochaena (Gastrochaena) tasmanica.y",0
"18662","IPHC-30",42.5,"Gazameda gunnii.y",0
"18663","IPHC-30",42.5,"Guraleus sp",0
"18664","IPHC-30",42.5,"Hemitoma subemarginata.y",0
"18665","IPHC-30",42.5,"Hiatella australis.y",0
"18666","IPHC-30",42.5,"Irus (Irus) carditoides",0
"18667","IPHC-30",42.5,"Katelysia rhytiphora.y",0
"18668","IPHC-30",42.5,"Katelysia scalarina.y",0
"18669","IPHC-30",42.5,"Kellia sp_",0
"18670","IPHC-30",42.5,"Lasaea australis.y",0
"18671","IPHC-30",42.5,"Laternula spp or Periploma (Offadesma) angasi.y",0
"18672","IPHC-30",42.5,"Leionucula sp",0
"18673","IPHC-30",42.5,"Lepsiella vinosa (check)",0
"18674","IPHC-30",42.5,"Limpets",0
"18675","IPHC-30",42.5,"Lironoba australis",0
"18676","IPHC-30",42.5,"Litozamia brazieri.y",0
"18677","IPHC-30",42.5,"Mactra (Electomactra) antecedens.y",0
"18678","IPHC-30",42.5,"Maoricolpus roseus.y",0
"18679","IPHC-30",42.5,"Melliteryx acupuncta.y",0
"18680","IPHC-30",42.5,"Mimachlamys asperrima.y",0
"18681","IPHC-30",42.5,"Mitrella tayloriana?.y",0
"18682","IPHC-30",42.5,"Montacuta semiradiata",0
"18683","IPHC-30",42.5,"Musculus sp",0
"18684","IPHC-30",42.5,"Mussels",0
"18685","IPHC-30",42.5,"Myadora sp_.y",0
"18686","IPHC-30",42.5,"Myrtea (Myrtea) mayi.y",0
"18687","IPHC-30",42.5,"Myrtea botanica?",0
"18688","IPHC-30",42.5,"Mysella cf_ lactea.y",0
"18689","IPHC-30",42.5,"Mysella donaciformis.y",0
"18690","IPHC-30",42.5,"Nassarius nigellus.y",0
"18691","IPHC-30",42.5,"Nassarius pauperatus.y",0
"18692","IPHC-30",42.5,"Neilo australis",0
"18693","IPHC-30",42.5,"Nemocardium (Pratulum) thetidis.y",0
"18694","IPHC-30",42.5,"Nozeba topaziaca.y",0
"18695","IPHC-30",42.5,"Nucula sp",0
"18696","IPHC-30",42.5,"Nuculana (Propeleda) ensicula",0
"18697","IPHC-30",42.5,"Nuculana crassa",0
"18698","IPHC-30",42.5,"Operculum A",0
"18699","IPHC-30",42.5,"Ostrea angasi.y",0
"18700","IPHC-30",42.5,"Paphies (Atactodea) erycinaea.y",0
"18701","IPHC-30",42.5,"Parathyasira cf resupina.y",0
"18702","IPHC-30",42.5,"Passmaditta cf jungermanniae",0
"18703","IPHC-30",42.5,"Pecten fumatus.y",0
"18704","IPHC-30",42.5,"Penion mandarinus.y",0
"18705","IPHC-30",42.5,"Petricola (Velargilla) rubiginosa.y",0
"18706","IPHC-30",42.5,"Phasianella australis",0
"18707","IPHC-30",42.5,"Phasianotrochus rutilus.y",0
"18708","IPHC-30",42.5,"Philine angasi.y",0
"18709","IPHC-30",42.5,"Philine sp or retusa sp?.y",0
"18710","IPHC-30",42.5,"Pisinna sp",0
"18711","IPHC-30",42.5,"Placamen placidum.y",0
"18712","IPHC-30",42.5,"Plesiotrochus monachus",0
"18713","IPHC-30",42.5,"Polinices (Glossaulax) didyma",0
"18714","IPHC-30",42.5,"Pseudamycla miltostoma",0
"18715","IPHC-30",42.5,"Pseudamycla sp",0
"18716","IPHC-30",42.5,"Pterynotis triformis",0
"18717","IPHC-30",42.5,"Pyrgiscus fusca.y",0
"18718","IPHC-30",42.5,"Radiocondyla adelaideana",0
"18719","IPHC-30",42.5,"Raeta pulchella",0
"18720","IPHC-30",42.5,"Retusa sp_.y",0
"18721","IPHC-30",42.5,"Retusa sp_ 2",0
"18722","IPHC-30",42.5,"Salinator fragilis",0
"18723","IPHC-30",42.5,"Sassia (Cymatiella) verucosa",0
"18724","IPHC-30",42.5,"Scissurella atkinsoni.y",0
"18725","IPHC-30",42.5,"Seila crocea.y",0
"18726","IPHC-30",42.5,"Sigapatella calytraeformis",0
"18727","IPHC-30",42.5,"Singuinella pygmaeoides",0
"18728","IPHC-30",42.5,"Sinum zonale",0
"18729","IPHC-30",42.5,"Siphonochelus syringianus",0
"18730","IPHC-30",42.5,"Solamen recens (check)",0
"18731","IPHC-30",42.5,"Solen vaginoides",0
"18732","IPHC-30",42.5,"Spisula (Notospisula) trigonella.y",0
"18733","IPHC-30",42.5,"Syrnola bifasciata.y",0
"18734","IPHC-30",42.5,"Tahunanina subalata.y",0
"18735","IPHC-30",42.5,"Tatea rufilabris",0
"18736","IPHC-30",42.5,"Tawera gallinulla",0
"18737","IPHC-30",42.5,"Tellina margaratina",0
"18738","IPHC-30",42.5,"Tellina botanica",0
"18739","IPHC-30",42.5,"Tellina deltoides.y",0
"18740","IPHC-30",42.5,"Theora lubrica.y",0
"18741","IPHC-30",42.5,"Theora fragilis.y",0
"18742","IPHC-30",42.5,"Thracia cf myodoroides.y",0
"18743","IPHC-30",42.5,"Thyasira adelaideana",0
"18744","IPHC-30",42.5,"Timoclea (Chioneryx) cardioides.y",0
"18745","IPHC-30",42.5,"Venericardia bimaculata.y",0
"18746","IPHC-30",42.5,"Venerupis largillierti.y",0
"18747","IPHC-30",42.5,"Venerupis anomala.y",0
"18748","IPHC-30",42.5,"Volvulella rostrata (check).y",0
"18749","IPHC-30",42.5,"Waimatea obscura",0
"18750","IPHC-30",42.5,"Wallucina assimilis.y",0
"18751","IPHC-30",42.5,"Zafra atkinsoni.y",0
"18752","IPHC-30",42.5,"Zafra fulgida",0
"18753","IPHC-30",42.5,"Faunal mid-depth.y",0
"18754","IPHC-30",42.5,"MDS code old",0
"18755","IPHC-30",42.5,"MDS code",0
"18756","IPHC-30",42.5,"Bassina disjecta",0
"18757","IPHC-30",42.5,"Bittium granarium",0
"18758","IPHC-30",42.5,"Biv APA.y",0
"18759","IPHC-30",42.5,"Biv CV",0
"18760","IPHC-30",42.5,"Biv FD",0
"18761","IPHC-30",42.5,"Biv FE.y",0
"18762","IPHC-30",42.5,"Biv FF",0
"18763","IPHC-30",42.5,"Biv FH",0
"18764","IPHC-30",42.5,"Callista (Notocallista) diemenensis",0
"18765","IPHC-30",42.5,"Cardita sp?",0
"18766","IPHC-30",42.5,"Chemnitzia mariae",0
"18767","IPHC-30",42.5,"Clanculus philippi",0
"18768","IPHC-30",42.5,"Corbula (Varicorbula) gibba",0
"18769","IPHC-30",42.5,"Cuspidaria brazieri  (check)",0
"18770","IPHC-30",42.5,"Cystiscus angasi",0
"18771","IPHC-30",42.5,"Diala suturalis",0
"18772","IPHC-30",42.5,"Dolicrossea labiata",0
"18773","IPHC-30",42.5,"Dosinia caerulea",0
"18774","IPHC-30",42.5,"Dosinia crocea (check)",0
"18775","IPHC-30",42.5,"Dosinia victoriae",0
"18776","IPHC-30",42.5,"Electroma (Electroma) georgiana",0
"18777","IPHC-30",42.5,"Equichlamys bifrons",0
"18778","IPHC-30",42.5,"Ethminolia mayi.y",0
"18779","IPHC-30",42.5,"Fulvia tenuicostata",0
"18780","IPHC-30",42.5,"Gast EJ.y",0
"18781","IPHC-30",42.5,"Gast EK",0
"18782","IPHC-30",42.5,"Gazameda gunnii",0
"18783","IPHC-30",42.5,"Guraleus alucinans.y",0
"18784","IPHC-30",42.5,"Hemitoma subemarginata",0
"18785","IPHC-30",42.5,"Hiatella australis",0
"18786","IPHC-30",42.5,"Katelysia scalarina",0
"18787","IPHC-30",42.5,"Lasaea australis",0
"18788","IPHC-30",42.5,"Leionucula obliqua.y",0
"18789","IPHC-30",42.5,"Limpet D.y",0
"18790","IPHC-30",42.5,"Maoricolpus roseus",0
"18791","IPHC-30",42.5,"Melliteryx acupuncta",0
"18792","IPHC-30",42.5,"Mimachlamys asperrima",0
"18793","IPHC-30",42.5,"Musculus sp_.y",0
"18794","IPHC-30",42.5,"Myadora brevis",0
"18795","IPHC-30",42.5,"Mysella donaciformis",0
"18796","IPHC-30",42.5,"Nassarius nigellus",0
"18797","IPHC-30",42.5,"Nemocardium (Pratulum) thetidis",0
"18798","IPHC-30",42.5,"Nozeba topaziaca",0
"18799","IPHC-30",42.5,"Nucula sp A",0
"18800","IPHC-30",42.5,"Nuculana (Propeleda) ensicula.y",0
"18801","IPHC-30",42.5,"Ostrea angasi",0
"18802","IPHC-30",42.5,"Pecten fumatus",0
"18803","IPHC-30",42.5,"Philine sp or retusa sp?",0
"18804","IPHC-30",42.5,"Pisinna frenchiensis",0
"18805","IPHC-30",42.5,"Placamen placidum",0
"18806","IPHC-30",42.5,"Retusa sp_",0
"18807","IPHC-30",42.5,"Spisula (Notospisula) trigonella",0
"18808","IPHC-30",42.5,"Tatea rufilabris.y",0
"18809","IPHC-30",42.5,"Tellina (Macomona) margaratina.y",0
"18810","IPHC-30",42.5,"Theora lubrica",0
"18811","IPHC-30",42.5,"Theora fragilis",0
"18812","IPHC-30",42.5,"Thyasira adelaideana.y",0
"18813","IPHC-30",42.5,"Timoclea (Chioneryx) cardioides",0
"18814","IPHC-30",42.5,"Venericardia bimaculata",0
"18815","IPHC-30",42.5,"Venerupis (Venerupis) anomala",0
"18816","IPHC-30",42.5,"Zafra atkinsoni",0
"18817","IPHC-30",52.5,"Agatha simplex",0
"18818","IPHC-30",52.5,"Alaba monile",0
"18819","IPHC-30",52.5,"Alaba translucida",0
"18820","IPHC-30",52.5,"Assiminea tasmanica",0
"18821","IPHC-30",52.5,"Austrocochlea sp",0
"18822","IPHC-30",52.5,"Bankivia fasciatus",0
"18823","IPHC-30",52.5,"Bassina disjecta",1
"18824","IPHC-30",52.5,"Bittium granarium",0
"18825","IPHC-30",52.5,"Biv APA",2
"18826","IPHC-30",52.5,"Biv CP",0
"18827","IPHC-30",52.5,"Biv CV",0
"18828","IPHC-30",52.5,"Biv D",0
"18829","IPHC-30",52.5,"Biv EP",1
"18830","IPHC-30",52.5,"Biv ET",0
"18831","IPHC-30",52.5,"Biv EW",0
"18832","IPHC-30",52.5,"Biv FB",0
"18833","IPHC-30",52.5,"Biv FC",0
"18834","IPHC-30",52.5,"Biv FE",0
"18835","IPHC-30",52.5,"Biv FI",0
"18836","IPHC-30",52.5,"Biv FJ",0
"18837","IPHC-30",52.5,"Biv FK",0
"18838","IPHC-30",52.5,"Biv Z",0
"18839","IPHC-30",52.5,"Callista (Notocallista) diemenensis",5
"18840","IPHC-30",52.5,"Cardita excavata",0
"18841","IPHC-30",52.5,"Chemnitzia mariae",0
"18842","IPHC-30",52.5,"Bembicium sp",0
"18843","IPHC-30",52.5,"Clanculus sp_",0
"18844","IPHC-30",52.5,"Corbula (Varicorbula) gibba",0
"18845","IPHC-30",52.5,"Crassostrea gigas",0
"18846","IPHC-30",52.5,"Cuspidaria brazieri  (check)",7
"18847","IPHC-30",52.5,"Diala suturalis",3
"18848","IPHC-30",52.5,"Dolicrossea labiata",0
"18849","IPHC-30",52.5,"Dosinia caerulea",0
"18850","IPHC-30",52.5,"Dosinia crocea (check)",0
"18851","IPHC-30",52.5,"Dosinia victoriae",0
"18852","IPHC-30",52.5,"Electroma (Electroma) georgiana",3
"18853","IPHC-30",52.5,"Equichlamys bifrons",0
"18854","IPHC-30",52.5,"Fulvia tenuicostata",45
"18855","IPHC-30",52.5,"Fusinus novohollandiae",0
"18856","IPHC-30",52.5,"Gast EI",0
"18857","IPHC-30",52.5,"Gast EJ",0
"18858","IPHC-30",52.5,"Gast_ E",0
"18859","IPHC-30",52.5,"Gast_ EC",0
"18860","IPHC-30",52.5,"Gast_ ED",0
"18861","IPHC-30",52.5,"Gast_ EF",0
"18862","IPHC-30",52.5,"Gast_ EH",0
"18863","IPHC-30",52.5,"Gastrochaena (Gastrochaena) tasmanica",0
"18864","IPHC-30",52.5,"Gazameda gunnii",0
"18865","IPHC-30",52.5,"Guraleus alucinans",0
"18866","IPHC-30",52.5,"Hemitoma subemarginata",1
"18867","IPHC-30",52.5,"Hiatella australis",26
"18868","IPHC-30",52.5,"Hydrococcus brazieri",0
"18869","IPHC-30",52.5,"Isotriphora sp",0
"18870","IPHC-30",52.5,"Katelysia rhytiphora",1
"18871","IPHC-30",52.5,"Katelysia scalarina",0
"18872","IPHC-30",52.5,"Lasaea australis",0
"18873","IPHC-30",52.5,"Laternula spp or Periploma (Offadesma) angasi",0
"18874","IPHC-30",52.5,"Leionucula obliqua",0
"18875","IPHC-30",52.5,"Limpet A",0
"18876","IPHC-30",52.5,"Limpet D",0
"18877","IPHC-30",52.5,"Litozamia brazieri",0
"18878","IPHC-30",52.5,"Mactra (Electomactra) antecedens",0
"18879","IPHC-30",52.5,"Maoricolpus roseus",2
"18880","IPHC-30",52.5,"Melliteryx acupuncta",0
"18881","IPHC-30",52.5,"Mimachlamys asperrima",5
"18882","IPHC-30",52.5,"Miralda suprasculpta",0
"18883","IPHC-30",52.5,"Mitrella tayloriana?",0
"18884","IPHC-30",52.5,"Musculus sp_",0
"18885","IPHC-30",52.5,"Myadora sp_",3
"18886","IPHC-30",52.5,"Myrtea (Myrtea) mayi",0
"18887","IPHC-30",52.5,"Mysella cf_ lactea",0
"18888","IPHC-30",52.5,"Mysella donaciformis",0
"18889","IPHC-30",52.5,"Nassarius nigellus",15
"18890","IPHC-30",52.5,"Nassarius pauperatus",5
"18891","IPHC-30",52.5,"Nemocardium (Pratulum) thetidis",25
"18892","IPHC-30",52.5,"Nozeba topaziaca",2
"18893","IPHC-30",52.5,"Nucula coura?",0
"18894","IPHC-30",52.5,"Odostomia occultidens",0
"18895","IPHC-30",52.5,"Ostrea angasi",2
"18896","IPHC-30",52.5,"Paphies (Atactodea) erycinaea",0
"18897","IPHC-30",52.5,"Parathyasira cf resupina",0
"18898","IPHC-30",52.5,"Pecten fumatus",21
"18899","IPHC-30",52.5,"Penion mandarinus",0
"18900","IPHC-30",52.5,"Petricola (Velargilla) rubiginosa",0
"18901","IPHC-30",52.5,"Phasianotrochus rutilus",0
"18902","IPHC-30",52.5,"Philine angasi",0
"18903","IPHC-30",52.5,"Philine sp or retusa sp?",1
"18904","IPHC-30",52.5,"Placamen placidum",8
"18905","IPHC-30",52.5,"Pyrgiscus fusca",0
"18906","IPHC-30",52.5,"Retusa sp_",7
"18907","IPHC-30",52.5,"Scissurella atkinsoni",0
"18908","IPHC-30",52.5,"Seila crocea",0
"18909","IPHC-30",52.5,"Spisula (Notospisula) trigonella",0
"18910","IPHC-30",52.5,"Syrnola bifasciata",0
"18911","IPHC-30",52.5,"Tahunanina subalata",0
"18912","IPHC-30",52.5,"Tellina (Macomona) margaratina",3
"18913","IPHC-30",52.5,"Tellina deltoides",0
"18914","IPHC-30",52.5,"Theora lubrica",0
"18915","IPHC-30",52.5,"Theora fragilis",5
"18916","IPHC-30",52.5,"Thracia cf myodoroides",0
"18917","IPHC-30",52.5,"Thyasira adelaideana (fragments?)",1
"18918","IPHC-30",52.5,"Timoclea (Chioneryx) cardioides",51
"18919","IPHC-30",52.5,"Venericardia bimaculata",4
"18920","IPHC-30",52.5,"Venerupis largillierti",0
"18921","IPHC-30",52.5,"Venerupis anomala",0
"18922","IPHC-30",52.5,"Volvulella rostrata (check)",0
"18923","IPHC-30",52.5,"Wallucina assimilis",0
"18924","IPHC-30",52.5,"Zafra atkinsoni",0
"18925","IPHC-30",52.5,"Zalapais inscripta?",0
"18926","IPHC-30",52.5,"Mid-depth",0
"18927","IPHC-30",52.5,"MDS code old.y",0
"18928","IPHC-30",52.5,"MDS code.y",0
"18929","IPHC-30",52.5,"?Eugaimardia sp_",0
"18930","IPHC-30",52.5,"Agatha simplex.y",0
"18931","IPHC-30",52.5,"Alaba monile.y",0
"18932","IPHC-30",52.5,"Alaba translucida.y",0
"18933","IPHC-30",52.5,"Alvania (alvania) fasciata",0
"18934","IPHC-30",52.5,"Amphithalamus obesus",0
"18935","IPHC-30",52.5,"Ascorbis victoriae",0
"18936","IPHC-30",52.5,"Asperdaphne sp",0
"18937","IPHC-30",52.5,"Assiminea tasmanica.y",0
"18938","IPHC-30",52.5,"Austrocochlea brevis",0
"18939","IPHC-30",52.5,"Austrocochlea odontis",0
"18940","IPHC-30",52.5,"Austromitra analogica",0
"18941","IPHC-30",52.5,"Austrorissopsis consobrina",0
"18942","IPHC-30",52.5,"Bankivia fasciata",0
"18943","IPHC-30",52.5,"Bassina disjecta.y",0
"18944","IPHC-30",52.5,"Belloliva brazieri",0
"18945","IPHC-30",52.5,"Bembicium melanostomum (check)",0
"18946","IPHC-30",52.5,"Bittium granarium.y",0
"18947","IPHC-30",52.5,"Biv AK",0
"18948","IPHC-30",52.5,"Biv AP",0
"18949","IPHC-30",52.5,"Biv CP.y",0
"18950","IPHC-30",52.5,"Biv CT",0
"18951","IPHC-30",52.5,"Biv CV.y",0
"18952","IPHC-30",52.5,"Biv D.y",0
"18953","IPHC-30",52.5,"Biv DB",0
"18954","IPHC-30",52.5,"Biv DM",0
"18955","IPHC-30",52.5,"Biv DO",0
"18956","IPHC-30",52.5,"Biv DS",0
"18957","IPHC-30",52.5,"Biv DT",0
"18958","IPHC-30",52.5,"Biv EF",0
"18959","IPHC-30",52.5,"Biv EG",0
"18960","IPHC-30",52.5,"Biv EP.y",0
"18961","IPHC-30",52.5,"Biv EY",0
"18962","IPHC-30",52.5,"Biv FA",0
