Site_name,Site_location,Site_code,Mid_depth_cm,Sieve_size_mm,Condition,Species_code,Species_name,Abundance
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPX27,Plectodon brazieri,2
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPX8,Pratulum thetidis,4
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPX17,Purpurocardia bimaculata,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MGP11,Pyramidellid sp.11,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MGP2,Syrnola bifasciata,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPX26,Theora lubrica,1
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPV4,Timoclea sp.4,15
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MGP6,Turbonilla sp.,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MGT17,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MXX3,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MGX31,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,2,Dead,MPO8,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGE3,Anabathrid sp.3,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGI2,Bedeva paivae,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGL1,Cacozeliana granarium,2
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX58,Cardita aviculina,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX14,Channelaxinus adelaideanus,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX55,Corbula gibba,2
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGD1,Diala suturalis,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPN1,Ennucula obliqua,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX23,Fulvia tenuicostata,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX15,Hiatella australis,17
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPL5,Lucinid sp.5,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX9,Myadora albida,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX1,Mysella donaciformis,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGN1,Nassarius nigellus,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGA3,Notoacmea flammea,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGT1,Phasianotrochus irisodontes,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPV1,Placamen placidum,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX27,Plectodon brazieri,3
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX8,Pratulum thetidis,6
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX17,Purpurocardia bimaculata,4
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGP11,Pyramidellid sp.11,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX62,Raeta pulchella,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGP2,Syrnola bifasciata,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPX26,Theora lubrica,3
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPV4,Timoclea sp.4,28
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGP6,Turbonilla sp.,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGT17,#N/A,3
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MXX3,#N/A,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MGX31,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1.4,Dead,MPO8,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGE3,Anabathrid sp.3,6
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGI2,Bedeva paivae,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGL1,Cacozeliana granarium,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX58,Cardita aviculina,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX14,Channelaxinus adelaideanus,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX55,Corbula gibba,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGD1,Diala suturalis,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPN1,Ennucula obliqua,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX23,Fulvia tenuicostata,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX15,Hiatella australis,20
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPV5,Irus cf. carditoides,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPL5,Lucinid sp.5,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX9,Myadora albida,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX1,Mysella donaciformis,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGN1,Nassarius nigellus,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGA3,Notoacmea flammea,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPO5,Ostrea (Eostrea) angasi,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGT1,Phasianotrochus irisodontes,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPV1,Placamen placidum,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX27,Plectodon brazieri,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX8,Pratulum thetidis,5
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX17,Purpurocardia bimaculata,2
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGP11,Pyramidellid sp.11,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX62,Raeta pulchella,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGP2,Syrnola bifasciata,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPX26,Theora lubrica,2
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPV4,Timoclea sp.4,21
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGP6,Turbonilla sp.,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPO7,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGT17,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MXX3,#N/A,1
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MGX31,#N/A,0
Kangaroo_Bay,Derwent,IPHC15,22.5,1,Dead,MPO8,#N/A,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPX55,Corbula gibba,8
Tranmere,Derwent,IPHC22,2.5,4,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPN1,Ennucula obliqua,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPX15,Hiatella australis,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MGN1,Nassarius nigellus,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPV1,Placamen placidum,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPX8,Pratulum thetidis,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPV4,Timoclea sp.4,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MDX62,#N/A,2
Tranmere,Derwent,IPHC22,2.5,4,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,2.5,4,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPX55,Corbula gibba,3
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPN1,Ennucula obliqua,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPX15,Hiatella australis,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MGN1,Nassarius nigellus,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPV1,Placamen placidum,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPX8,Pratulum thetidis,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPV4,Timoclea sp.4,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,2.5,2.8,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPX55,Corbula gibba,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPN1,Ennucula obliqua,1
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPX15,Hiatella australis,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MGN1,Nassarius nigellus,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPV1,Placamen placidum,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPX8,Pratulum thetidis,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPV4,Timoclea sp.4,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,2.5,2,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPX55,Corbula gibba,5
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPN1,Ennucula obliqua,2
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPX15,Hiatella australis,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MGN1,Nassarius nigellus,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPV1,Placamen placidum,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPX8,Pratulum thetidis,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPV4,Timoclea sp.4,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,2.5,1.4,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPX55,Corbula gibba,4
Tranmere,Derwent,IPHC22,2.5,1,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPN1,Ennucula obliqua,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPX15,Hiatella australis,1
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MGN1,Nassarius nigellus,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPV1,Placamen placidum,1
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPX8,Pratulum thetidis,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPV4,Timoclea sp.4,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,2.5,1,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPX55,Corbula gibba,4
Tranmere,Derwent,IPHC22,12.5,4,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPN1,Ennucula obliqua,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPX15,Hiatella australis,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MGN1,Nassarius nigellus,8
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPV1,Placamen placidum,1
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPX8,Pratulum thetidis,6
Tranmere,Derwent,IPHC22,12.5,4,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPV4,Timoclea sp.4,1
Tranmere,Derwent,IPHC22,12.5,4,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,12.5,4,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPX55,Corbula gibba,7
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPN1,Ennucula obliqua,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPX15,Hiatella australis,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MGN1,Nassarius nigellus,7
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPV1,Placamen placidum,2
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPX8,Pratulum thetidis,5
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPV4,Timoclea sp.4,3
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,12.5,2.8,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPX55,Corbula gibba,8
Tranmere,Derwent,IPHC22,12.5,2,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPN1,Ennucula obliqua,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPX15,Hiatella australis,1
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MGN1,Nassarius nigellus,3
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPV1,Placamen placidum,1
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPX8,Pratulum thetidis,8
Tranmere,Derwent,IPHC22,12.5,2,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPV4,Timoclea sp.4,5
Tranmere,Derwent,IPHC22,12.5,2,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,12.5,2,Dead,MXX3,#N/A,1
Tranmere,Derwent,IPHC22,12.5,2,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPX55,Corbula gibba,7
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPN1,Ennucula obliqua,1
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPX15,Hiatella australis,1
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MGN1,Nassarius nigellus,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPV1,Placamen placidum,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPX27,Plectodon brazieri,1
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPX8,Pratulum thetidis,7
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPV4,Timoclea sp.4,6
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MGT3,Trochid sp.3,1
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MXX3,#N/A,1
Tranmere,Derwent,IPHC22,12.5,1.4,Dead,MGT15,#N/A,1
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPX55,Corbula gibba,4
Tranmere,Derwent,IPHC22,12.5,1,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPN1,Ennucula obliqua,5
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPX15,Hiatella australis,1
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MGN1,Nassarius nigellus,2
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPV1,Placamen placidum,1
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPX8,Pratulum thetidis,1
Tranmere,Derwent,IPHC22,12.5,1,Dead,MGP11,Pyramidellid sp.11,1
Tranmere,Derwent,IPHC22,12.5,1,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPV4,Timoclea sp.4,1
Tranmere,Derwent,IPHC22,12.5,1,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,12.5,1,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPX55,Corbula gibba,1
Tranmere,Derwent,IPHC22,22.5,4,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPN1,Ennucula obliqua,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPX23,Fulvia tenuicostata,1
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPX15,Hiatella australis,1
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPX9,Myadora albida,1
Tranmere,Derwent,IPHC22,22.5,4,Dead,MGN1,Nassarius nigellus,6
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPV1,Placamen placidum,1
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPX8,Pratulum thetidis,2
Tranmere,Derwent,IPHC22,22.5,4,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPV4,Timoclea sp.4,3
Tranmere,Derwent,IPHC22,22.5,4,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MPL6,Wallucina assimilis,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,22.5,4,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPX55,Corbula gibba,3
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MGD1,Diala suturalis,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPN1,Ennucula obliqua,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPX15,Hiatella australis,1
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MGN1,Nassarius nigellus,2
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPV1,Placamen placidum,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPX27,Plectodon brazieri,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPX8,Pratulum thetidis,4
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MGR1,Retusa atkinsoni,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPV4,Timoclea sp.4,7
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MGT3,Trochid sp.3,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MPL6,Wallucina assimilis,1
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MDX62,#N/A,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MXX3,#N/A,0
Tranmere,Derwent,IPHC22,22.5,2.8,Dead,MGT15,#N/A,0
Tranmere,Derwent,IPHC22,22.5,2,Dead,MPX55,Corbula gibba,3
Tranmere,Derwent,IPHC22,22.5,2,Dead,MGD1,Diala suturalis,2
Tranmere,Derwent,IPHC22,22.5,2,Dead,MPN1,Ennucula obliqua,1
Tranmere,Derwent,IPHC22,22.5,2,Dead,MPX23,Fulvia tenuicostata,0
Tranmere,Derwent,IPHC22,22.5,2,Dead,MPX15,Hiatella australis,7
Tranmere,Derwent,IPHC22,22.5,2,Dead,MPX9,Myadora albida,0
Tranmere,Derwent,IPHC22,22.5,2,Dead,MGN1,Nassarius nigellus,2
Tranmere,Derwent,IPHC22,22.5,2,Dead,MPV1,Placamen placidum,0
Tranmere,Derwent,IPHC22,22.5,2,Dead,MPX27,Plectodon brazieri,2
Tranmere,Derwent,IPHC22,22.5,2,Dead,MPX8,Pratulum thetidis,9
Tranmere,Derwent,IPHC22,22.5,2,Dead,MGP11,Pyramidellid sp.11,0
Tranmere,Derwent,IPHC22,22.5,2,Dead,MGR1,Retusa atkinsoni,0
