Site Code,Faunal mid-depth.x,Species name,Old_core_data_Dead_abundance,Site_code,Species_name,New_VV_grab_data_Live_abundance,New_core_data_Dead_abundance
IPHC-10,2.5,Lasaea australis,0,IPHC10,Lasaea australis,NA,NA
IPHC-10,2.5,Ennucula obliqua,0,IPHC10,Ennucula obliqua,4,NA
IPHC-10,2.5,Limpet D,0,IPHC10,Limpet D,NA,NA
IPHC-10,2.5,Maoricolpus roseus,0,IPHC10,Maoricolpus roseus,18,NA
IPHC-10,2.5,Melliteryx acupuncta,0,IPHC10,Melliteryx acupuncta,NA,NA
IPHC-10,2.5,Mimachlamys asperrima,0,IPHC10,Mimachlamys asperrima,NA,NA
IPHC-10,2.5,Musculus impactus,0,IPHC10,Musculus impactus,NA,NA
IPHC-10,2.5,Myadora albida,0,IPHC10,Myadora albida,NA,NA
IPHC-10,2.5,Mysella donaciformis,0,IPHC10,Mysella donaciformis,NA,NA
IPHC-10,2.5,Nassarius nigellus,0,IPHC10,Nassarius nigellus,4,0
IPHC-10,2.5,Pratulum thetidis,0,IPHC10,Pratulum thetidis,3,0
IPHC-10,2.5,Nozeba topaziaca,0,IPHC10,Nozeba topaziaca,NA,NA
IPHC-10,2.5,Ennucula obliqua,0,IPHC10,Ennucula obliqua,4,NA
IPHC-10,2.5,Nuculana (Propeleda) ensicula,0,IPHC10,Nuculana (Propeleda) ensicula,NA,NA
IPHC-10,2.5,Ostrea (Eostrea) angasi,0,IPHC10,Ostrea (Eostrea) angasi,NA,0
IPHC-10,2.5,Pecten fumatus,0,IPHC10,Pecten fumatus,NA,NA
IPHC-10,2.5,Philine sp or retusa sp?,0,IPHC10,Philine sp or retusa sp?,NA,NA
IPHC-10,2.5,Pisinna frenchiensis,0,IPHC10,Pisinna frenchiensis,NA,NA
IPHC-10,2.5,Placamen placidum,0,IPHC10,Placamen placidum,2,NA
IPHC-10,2.5,Retusa atkinsoni,0,IPHC10,Retusa atkinsoni,NA,NA
IPHC-10,2.5,Spisula (Notospisula) trigonella,0,IPHC10,Spisula (Notospisula) trigonella,NA,NA
IPHC-10,2.5,Tatea rufilabris,0,IPHC10,Tatea rufilabris,NA,NA
IPHC-10,2.5,Tellina (Macomona) margaratina,0,IPHC10,Tellina (Macomona) margaratina,NA,NA
IPHC-10,2.5,Theora lubrica,0,IPHC10,Theora lubrica,31,0
IPHC-10,2.5,Theora fragilis,0,IPHC10,Theora fragilis,NA,NA
IPHC-10,2.5,Channelaxinus adelaideanus,0,IPHC10,Channelaxinus adelaideanus,1,NA
IPHC-10,2.5,Timoclea sp.4,0,IPHC10,Timoclea sp.4,NA,0
IPHC-10,2.5,Venericardia bimaculata,0,IPHC10,Venericardia bimaculata,NA,NA
IPHC-10,2.5,Irus cf. carditoides,0,IPHC10,Irus cf. carditoides,NA,NA
IPHC-10,2.5,Zafra atkinsoni,0,IPHC10,Zafra atkinsoni,NA,NA
IPHC-24,2.5,Agatha simplex,0,IPHC24,Agatha simplex,NA,NA
IPHC-24,2.5,Alaba monile,0,IPHC24,Alaba monile,NA,NA
IPHC-24,2.5,Alaba translucida,0,IPHC24,Alaba translucida,NA,NA
IPHC-24,2.5,Assiminea tasmanica,0,IPHC24,Assiminea tasmanica,NA,NA
IPHC-24,2.5,Austrocochlea sp,0,IPHC24,Austrocochlea sp,NA,NA
IPHC-24,2.5,Bankivia fasciatus,0,IPHC24,Bankivia fasciatus,NA,NA
IPHC-24,2.5,Bassina disjecta,0,IPHC24,Bassina disjecta,NA,NA
IPHC-24,2.5,Cacozeliana granarium,0,IPHC24,Cacozeliana granarium,NA,NA
IPHC-24,2.5,Biv APA,0,IPHC24,Biv APA,NA,NA
IPHC-24,2.5,Biv CP,0,IPHC24,Biv CP,NA,NA
IPHC-24,2.5,Biv CV,0,IPHC24,Biv CV,NA,NA
IPHC-24,2.5,Biv D,1,IPHC24,Biv D,NA,NA
IPHC-24,2.5,Biv EP,0,IPHC24,Biv EP,NA,NA
IPHC-24,2.5,Biv ET,0,IPHC24,Biv ET,NA,NA
IPHC-24,2.5,Biv EW,0,IPHC24,Biv EW,NA,NA
IPHC-24,2.5,Biv FB,0,IPHC24,Biv FB,NA,NA
IPHC-24,2.5,Biv FC,0,IPHC24,Biv FC,NA,NA
IPHC-24,2.5,Biv FE,0,IPHC24,Biv FE,NA,NA
IPHC-24,2.5,Biv FI,0,IPHC24,Biv FI,NA,NA
IPHC-24,2.5,Biv FJ,0,IPHC24,Biv FJ,NA,NA
IPHC-24,2.5,Biv FK,0,IPHC24,Biv FK,NA,NA
IPHC-24,2.5,Biv Z,0,IPHC24,Biv Z,NA,NA
IPHC-24,2.5,Callista (Notocallista) diemenensis,4,IPHC24,Callista (Notocallista) diemenensis,NA,NA
IPHC-24,2.5,Cardita aviculina,0,IPHC24,Cardita aviculina,NA,NA
IPHC-24,2.5,Chemnitzia mariae,0,IPHC24,Chemnitzia mariae,NA,NA
IPHC-24,2.5,Bembicium sp,0,IPHC24,Bembicium sp,NA,NA
IPHC-24,2.5,Clanculus sp_,0,IPHC24,Clanculus sp_,NA,NA
IPHC-24,2.5,Corbula gibba,2,IPHC24,Corbula gibba,NA,NA
IPHC-24,2.5,Magallana gigas,0,IPHC24,Magallana gigas,NA,NA
IPHC-24,2.5,Plectodon brazieri,2,IPHC24,Plectodon brazieri,NA,NA
IPHC-24,2.5,Diala suturalis,1,IPHC24,Diala suturalis,NA,NA
IPHC-24,2.5,Dolicrossea labiata,0,IPHC24,Dolicrossea labiata,NA,NA
IPHC-24,2.5,Dosinia caerulea,0,IPHC24,Dosinia caerulea,NA,NA
IPHC-24,2.5,Dosinia crocea (check),0,IPHC24,Dosinia crocea (check),NA,NA
IPHC-24,2.5,Dosinia victoriae,1,IPHC24,Dosinia victoriae,NA,NA
IPHC-24,2.5,Electroma (Electroma) georgiana,3,IPHC24,Electroma (Electroma) georgiana,NA,NA
IPHC-24,2.5,Equichlamys bifrons,0,IPHC24,Equichlamys bifrons,NA,NA
IPHC-24,2.5,Fulvia tenuicostata,14,IPHC24,Fulvia tenuicostata,NA,NA
IPHC-24,2.5,Propefusus novaehollandiae,0,IPHC24,Propefusus novaehollandiae,NA,NA
IPHC-24,2.5,Gast EI,0,IPHC24,Gast EI,NA,NA
IPHC-24,2.5,Gast EJ,0,IPHC24,Gast EJ,NA,NA
IPHC-24,2.5,Gast_ E,0,IPHC24,Gast_ E,NA,NA
IPHC-24,2.5,Gast_ EC,0,IPHC24,Gast_ EC,NA,NA
IPHC-24,2.5,Gast_ ED,0,IPHC24,Gast_ ED,NA,NA
IPHC-24,2.5,Gast_ EF,0,IPHC24,Gast_ EF,NA,NA
IPHC-24,2.5,Gast_ EH,0,IPHC24,Gast_ EH,NA,NA
IPHC-24,2.5,Gastrochaena (Gastrochaena) tasmanica,0,IPHC24,Gastrochaena (Gastrochaena) tasmanica,NA,NA
IPHC-24,2.5,Gazameda gunnii,0,IPHC24,Gazameda gunnii,NA,NA
IPHC-24,2.5,Guraleus sp.1,0,IPHC24,Guraleus sp.1,NA,NA
IPHC-24,2.5,Hemitoma subemarginata,0,IPHC24,Hemitoma subemarginata,NA,NA
IPHC-24,2.5,Hiatella australis,7,IPHC24,Hiatella australis,NA,NA
IPHC-24,2.5,Hydrococcus brazieri,0,IPHC24,Hydrococcus brazieri,NA,NA
IPHC-24,2.5,Isotriphora sp,0,IPHC24,Isotriphora sp,NA,NA
IPHC-24,2.5,Katelysia rhytiphora,0,IPHC24,Katelysia rhytiphora,NA,NA
IPHC-24,2.5,Katelysia scalarina,0,IPHC24,Katelysia scalarina,NA,NA
IPHC-24,2.5,Lasaea australis,0,IPHC24,Lasaea australis,NA,NA
IPHC-24,2.5,Laternula spp or Periploma (Offadesma) angasi,0,IPHC24,Laternula spp or Periploma (Offadesma) angasi,NA,NA
IPHC-24,2.5,Ennucula obliqua,0,IPHC24,Ennucula obliqua,NA,NA
IPHC-24,2.5,Limpet A,0,IPHC24,Limpet A,NA,NA
IPHC-24,2.5,Limpet D,0,IPHC24,Limpet D,NA,NA
IPHC-24,2.5,Litozamia brazieri,0,IPHC24,Litozamia brazieri,NA,NA
IPHC-24,2.5,Mactra (Electomactra) antecedens,0,IPHC24,Mactra (Electomactra) antecedens,NA,NA
IPHC-24,2.5,Maoricolpus roseus,1,IPHC24,Maoricolpus roseus,NA,NA
IPHC-24,2.5,Melliteryx acupuncta,0,IPHC24,Melliteryx acupuncta,NA,NA
IPHC-24,2.5,Mimachlamys asperrima,3,IPHC24,Mimachlamys asperrima,NA,NA
IPHC-24,2.5,Miralda suprasculpta,0,IPHC24,Miralda suprasculpta,NA,NA
IPHC-24,2.5,Mitrella tayloriana?,0,IPHC24,Mitrella tayloriana?,NA,NA
IPHC-24,2.5,Musculus impactus,0,IPHC24,Musculus impactus,NA,NA
IPHC-24,2.5,Myadora albida,2,IPHC24,Myadora albida,NA,NA
IPHC-24,2.5,Myrtea (Myrtea) mayi,0,IPHC24,Myrtea (Myrtea) mayi,NA,NA
IPHC-24,2.5,Mysella cf_ lactea,0,IPHC24,Mysella cf_ lactea,NA,NA
IPHC-24,2.5,Mysella donaciformis,0,IPHC24,Mysella donaciformis,NA,NA
IPHC-24,2.5,Nassarius nigellus,0,IPHC24,Nassarius nigellus,NA,NA
IPHC-24,2.5,Nassarius pauperatus,0,IPHC24,Nassarius pauperatus,NA,NA
IPHC-24,2.5,Pratulum thetidis,3,IPHC24,Pratulum thetidis,NA,NA
IPHC-24,2.5,Nozeba topaziaca,1,IPHC24,Nozeba topaziaca,NA,NA
IPHC-24,2.5,Ennucula obliqua,0,IPHC24,Ennucula obliqua,NA,NA
IPHC-24,2.5,Odostomia occultidens,0,IPHC24,Odostomia occultidens,NA,NA
IPHC-24,2.5,Ostrea (Eostrea) angasi,0,IPHC24,Ostrea (Eostrea) angasi,NA,NA
IPHC-24,2.5,Paphies (Atactodea) erycinaea,0,IPHC24,Paphies (Atactodea) erycinaea,NA,NA
IPHC-24,2.5,Parathyasira cf resupina,0,IPHC24,Parathyasira cf resupina,NA,NA
IPHC-24,2.5,Pecten fumatus,0,IPHC24,Pecten fumatus,NA,NA
IPHC-24,2.5,Penion mandarinus,0,IPHC24,Penion mandarinus,NA,NA
IPHC-24,2.5,Petricola (Velargilla) rubiginosa,0,IPHC24,Petricola (Velargilla) rubiginosa,NA,NA
IPHC-24,2.5,Phasianotrochus irisodontes,0,IPHC24,Phasianotrochus irisodontes,NA,NA
IPHC-24,2.5,Philine sp.3,0,IPHC24,Philine sp.3,NA,NA
IPHC-24,2.5,Philine sp or retusa sp?,0,IPHC24,Philine sp or retusa sp?,NA,NA
IPHC-24,2.5,Placamen placidum,1,IPHC24,Placamen placidum,NA,NA
IPHC-24,2.5,Pyrgiscus fusca,0,IPHC24,Pyrgiscus fusca,NA,NA
IPHC-24,2.5,Retusa atkinsoni,3,IPHC24,Retusa atkinsoni,NA,NA
IPHC-24,2.5,Scissurella atkinsoni,0,IPHC24,Scissurella atkinsoni,NA,NA
IPHC-24,2.5,Seila crocea,0,IPHC24,Seila crocea,NA,NA
IPHC-24,2.5,Spisula (Notospisula) trigonella,0,IPHC24,Spisula (Notospisula) trigonella,NA,NA
IPHC-24,2.5,Syrnola bifasciata,0,IPHC24,Syrnola bifasciata,NA,NA
IPHC-24,2.5,Tahunanina subalata,0,IPHC24,Tahunanina subalata,NA,NA
IPHC-24,2.5,Tellina (Macomona) margaratina,0,IPHC24,Tellina (Macomona) margaratina,NA,NA
IPHC-24,2.5,Tellina deltoides,0,IPHC24,Tellina deltoides,NA,NA
IPHC-24,2.5,Theora lubrica,5,IPHC24,Theora lubrica,NA,NA
IPHC-24,2.5,Theora fragilis,0,IPHC24,Theora fragilis,NA,NA
IPHC-24,2.5,Thracia sp.38,0,IPHC24,Thracia sp.38,NA,NA
IPHC-24,2.5,Channelaxinus adelaideanus,1,IPHC24,Channelaxinus adelaideanus,NA,NA
IPHC-24,2.5,Timoclea sp.4,23,IPHC24,Timoclea sp.4,NA,NA
IPHC-24,2.5,Venericardia bimaculata,1,IPHC24,Venericardia bimaculata,NA,NA
IPHC-24,2.5,Irus cf. carditoides,0,IPHC24,Irus cf. carditoides,NA,NA
IPHC-24,2.5,Irus cf. carditoides,0,IPHC24,Irus cf. carditoides,NA,NA
IPHC-24,2.5,Volvulella rostrata (check),0,IPHC24,Volvulella rostrata (check),NA,NA
IPHC-24,2.5,Wallucina assimilis,0,IPHC24,Wallucina assimilis,NA,NA
IPHC-24,2.5,Zafra atkinsoni,0,IPHC24,Zafra atkinsoni,NA,NA
IPHC-24,2.5,Zalapais inscripta?,0,IPHC24,Zalapais inscripta?,NA,NA
IPHC-24,2.5,Mid-depth,0,IPHC24,Mid-depth,NA,NA
IPHC-24,2.5,MDS code old,0,IPHC24,MDS code old,NA,NA
IPHC-24,2.5,MDS code,0,IPHC24,MDS code,NA,NA
IPHC-24,2.5,?Eugaimardia sp_,0,IPHC24,?Eugaimardia sp_,NA,NA
IPHC-24,2.5,Agatha simplex,0,IPHC24,Agatha simplex,NA,NA
IPHC-24,2.5,Alaba monile,0,IPHC24,Alaba monile,NA,NA
IPHC-24,2.5,Alaba translucida,0,IPHC24,Alaba translucida,NA,NA
IPHC-24,2.5,Alvania (alvania) fasciata,0,IPHC24,Alvania (alvania) fasciata,NA,NA
IPHC-24,2.5,Amphithalamus obesus,0,IPHC24,Amphithalamus obesus,NA,NA
IPHC-24,2.5,Ascorbis victoriae,0,IPHC24,Ascorbis victoriae,NA,NA
IPHC-24,2.5,Asperdaphne sp,0,IPHC24,Asperdaphne sp,NA,NA
IPHC-24,2.5,Assiminea tasmanica,0,IPHC24,Assiminea tasmanica,NA,NA
IPHC-24,2.5,Austrocochlea brevis,0,IPHC24,Austrocochlea brevis,NA,NA
IPHC-24,2.5,Austrocochlea odontis,0,IPHC24,Austrocochlea odontis,NA,NA
IPHC-24,2.5,Austromitra analogica,0,IPHC24,Austromitra analogica,NA,NA
IPHC-24,2.5,Austrorissopsis consobrina,0,IPHC24,Austrorissopsis consobrina,NA,NA
IPHC-24,2.5,Bankivia fasciata,0,IPHC24,Bankivia fasciata,NA,NA
IPHC-24,2.5,Bassina disjecta,0,IPHC24,Bassina disjecta,NA,NA
IPHC-24,2.5,Belloliva brazieri,0,IPHC24,Belloliva brazieri,NA,NA
IPHC-24,2.5,Bembicium melanostomum (check),0,IPHC24,Bembicium melanostomum (check),NA,NA
IPHC-24,2.5,Cacozeliana granarium,0,IPHC24,Cacozeliana granarium,NA,NA
IPHC-24,2.5,Biv AK,0,IPHC24,Biv AK,NA,NA
IPHC-24,2.5,Biv AP,0,IPHC24,Biv AP,NA,NA
IPHC-24,2.5,Biv CP,0,IPHC24,Biv CP,NA,NA
IPHC-24,2.5,Biv CT,0,IPHC24,Biv CT,NA,NA
IPHC-24,2.5,Biv CV,0,IPHC24,Biv CV,NA,NA
IPHC-24,2.5,Biv D,0,IPHC24,Biv D,NA,NA
IPHC-24,2.5,Biv DB,0,IPHC24,Biv DB,NA,NA
IPHC-24,2.5,Biv DM,0,IPHC24,Biv DM,NA,NA
IPHC-24,2.5,Biv DO,0,IPHC24,Biv DO,NA,NA
IPHC-24,2.5,Biv DS,0,IPHC24,Biv DS,NA,NA
IPHC-24,2.5,Biv DT,0,IPHC24,Biv DT,NA,NA
IPHC-24,2.5,Biv EF,0,IPHC24,Biv EF,NA,NA
IPHC-24,2.5,Biv EG,0,IPHC24,Biv EG,NA,NA
IPHC-24,2.5,Biv EP,0,IPHC24,Biv EP,NA,NA
IPHC-24,2.5,Biv EY,0,IPHC24,Biv EY,NA,NA
IPHC-24,2.5,Biv FA,0,IPHC24,Biv FA,NA,NA
IPHC-24,2.5,Callista (Notocallista) diemenensis,0,IPHC24,Callista (Notocallista) diemenensis,NA,NA
IPHC-24,2.5,Cardita aviculina,0,IPHC24,Cardita aviculina,NA,NA
IPHC-24,2.5,cf Benthoxystus petterdi,0,IPHC24,cf Benthoxystus petterdi,NA,NA
IPHC-24,2.5,cf Mesoginella pygmaeoides,0,IPHC24,cf Mesoginella pygmaeoides,NA,NA
IPHC-24,2.5,cf Nuculana (Scaeoleda) comita,0,IPHC24,cf Nuculana (Scaeoleda) comita,NA,NA
IPHC-24,2.5,Chemnitzia mariae,0,IPHC24,Chemnitzia mariae,NA,NA
IPHC-24,2.5,Clanculus sp_,0,IPHC24,Clanculus sp_,NA,NA
IPHC-24,2.5,Clathrus minora,0,IPHC24,Clathrus minora,NA,NA
IPHC-24,2.5,Colpospira (Ctenocolpus) australis,0,IPHC24,Colpospira (Ctenocolpus) australis,NA,NA
IPHC-24,2.5,Corbula gibba,0,IPHC24,Corbula gibba,NA,NA
IPHC-24,2.5,Crassitoniella erratica erratica,0,IPHC24,Crassitoniella erratica erratica,NA,NA
IPHC-24,2.5,Cratis new species,0,IPHC24,Cratis new species,NA,NA
IPHC-24,2.5,Plectodon brazieri,0,IPHC24,Plectodon brazieri,NA,NA
IPHC-24,2.5,Anachis atkinsoni,0,IPHC24,Anachis atkinsoni,NA,NA
IPHC-24,2.5,Diala suturalis,0,IPHC24,Diala suturalis,NA,NA
IPHC-24,2.5,Diplodonta tasmanica,0,IPHC24,Diplodonta tasmanica,NA,NA
IPHC-24,2.5,Divalucina cumingi,0,IPHC24,Divalucina cumingi,NA,NA
IPHC-24,2.5,Dolicrossea labiata,0,IPHC24,Dolicrossea labiata,NA,NA
IPHC-24,2.5,Dosinia caerulea,0,IPHC24,Dosinia caerulea,NA,NA
IPHC-24,2.5,Dosinia crocea (check),0,IPHC24,Dosinia crocea (check),NA,NA
IPHC-24,2.5,Dosinia victoriae,0,IPHC24,Dosinia victoriae,NA,NA
IPHC-24,2.5,Electroma (Electroma) georgiana,0,IPHC24,Electroma (Electroma) georgiana,NA,NA
IPHC-24,2.5,Epicodakia tatei,0,IPHC24,Epicodakia tatei,NA,NA
IPHC-24,2.5,Equichlamys bifrons,0,IPHC24,Equichlamys bifrons,NA,NA
IPHC-24,2.5,Ethminolia mayi,0,IPHC24,Ethminolia mayi,NA,NA
IPHC-24,2.5,Etrema denseplicata,0,IPHC24,Etrema denseplicata,NA,NA
IPHC-24,2.5,Fossarina (Minopa) legrandi,0,IPHC24,Fossarina (Minopa) legrandi,NA,NA
IPHC-24,2.5,Fossarina (Minopa) tasmanica,0,IPHC24,Fossarina (Minopa) tasmanica,NA,NA
IPHC-24,2.5,Friginatica beddomei,0,IPHC24,Friginatica beddomei,NA,NA
IPHC-24,2.5,Fulvia tenuicostata,0,IPHC24,Fulvia tenuicostata,NA,NA
IPHC-24,2.5,Propefusus novaehollandiae,0,IPHC24,Propefusus novaehollandiae,NA,NA
IPHC-24,2.5,Gari livida,0,IPHC24,Gari livida,NA,NA
IPHC-24,2.5,Gast_ AU,0,IPHC24,Gast_ AU,NA,NA
IPHC-24,2.5,Gast_ DW,0,IPHC24,Gast_ DW,NA,NA
IPHC-24,2.5,Gastrochaena (Gastrochaena) tasmanica,0,IPHC24,Gastrochaena (Gastrochaena) tasmanica,NA,NA
IPHC-24,2.5,Gazameda gunnii,0,IPHC24,Gazameda gunnii,NA,NA
IPHC-24,2.5,Guraleus sp.1,0,IPHC24,Guraleus sp.1,NA,NA
IPHC-24,2.5,Hemitoma subemarginata,0,IPHC24,Hemitoma subemarginata,NA,NA
IPHC-24,2.5,Hiatella australis,0,IPHC24,Hiatella australis,NA,NA
IPHC-24,2.5,Irus cf. carditoides,0,IPHC24,Irus cf. carditoides,NA,NA
IPHC-24,2.5,Katelysia rhytiphora,0,IPHC24,Katelysia rhytiphora,NA,NA
IPHC-24,2.5,Katelysia scalarina,0,IPHC24,Katelysia scalarina,NA,NA
IPHC-24,2.5,Kellia sp_,0,IPHC24,Kellia sp_,NA,NA
IPHC-24,2.5,Lasaea australis,0,IPHC24,Lasaea australis,NA,NA
IPHC-24,2.5,Laternula spp or Periploma (Offadesma) angasi,0,IPHC24,Laternula spp or Periploma (Offadesma) angasi,NA,NA
IPHC-24,2.5,Ennucula obliqua,0,IPHC24,Ennucula obliqua,NA,NA
IPHC-24,2.5,Bedeva paivae,0,IPHC24,Bedeva paivae,NA,NA
IPHC-24,2.5,Limpets,0,IPHC24,Limpets,NA,NA
IPHC-24,2.5,Lironoba australis,0,IPHC24,Lironoba australis,NA,NA
IPHC-24,2.5,Litozamia brazieri,0,IPHC24,Litozamia brazieri,NA,NA
IPHC-24,2.5,Mactra (Electomactra) antecedens,0,IPHC24,Mactra (Electomactra) antecedens,NA,NA
IPHC-24,2.5,Maoricolpus roseus,0,IPHC24,Maoricolpus roseus,NA,NA
IPHC-24,2.5,Melliteryx acupuncta,0,IPHC24,Melliteryx acupuncta,NA,NA
IPHC-24,2.5,Mimachlamys asperrima,0,IPHC24,Mimachlamys asperrima,NA,NA
IPHC-24,2.5,Mitrella tayloriana?,0,IPHC24,Mitrella tayloriana?,NA,NA
IPHC-24,2.5,Montacuta semiradiata,0,IPHC24,Montacuta semiradiata,NA,NA
IPHC-24,2.5,Musculus impactus,0,IPHC24,Musculus impactus,NA,NA
IPHC-24,2.5,Mytilus galloprovincialis,0,IPHC24,Mytilus galloprovincialis,NA,NA
IPHC-24,2.5,Myadora albida,0,IPHC24,Myadora albida,NA,NA
IPHC-24,2.5,Myrtea (Myrtea) mayi,0,IPHC24,Myrtea (Myrtea) mayi,NA,NA
IPHC-24,2.5,Myrtea botanica?,0,IPHC24,Myrtea botanica?,NA,NA
IPHC-24,2.5,Mysella cf_ lactea,0,IPHC24,Mysella cf_ lactea,NA,NA
IPHC-24,2.5,Mysella donaciformis,0,IPHC24,Mysella donaciformis,NA,NA
IPHC-24,2.5,Nassarius nigellus,0,IPHC24,Nassarius nigellus,NA,NA
IPHC-24,2.5,Nassarius pauperatus,0,IPHC24,Nassarius pauperatus,NA,NA
IPHC-24,2.5,Neilo australis,0,IPHC24,Neilo australis,NA,NA
IPHC-24,2.5,Pratulum thetidis,0,IPHC24,Pratulum thetidis,NA,NA
IPHC-24,2.5,Nozeba topaziaca,0,IPHC24,Nozeba topaziaca,NA,NA
IPHC-24,2.5,Ennucula obliqua,0,IPHC24,Ennucula obliqua,NA,NA
IPHC-24,2.5,Nuculana (Propeleda) ensicula,0,IPHC24,Nuculana (Propeleda) ensicula,NA,NA
IPHC-24,2.5,Nuculana crassa,0,IPHC24,Nuculana crassa,NA,NA
IPHC-24,2.5,Operculum A,0,IPHC24,Operculum A,NA,NA
IPHC-24,2.5,Ostrea (Eostrea) angasi,0,IPHC24,Ostrea (Eostrea) angasi,NA,NA
IPHC-24,2.5,Paphies (Atactodea) erycinaea,0,IPHC24,Paphies (Atactodea) erycinaea,NA,NA
IPHC-24,2.5,Parathyasira cf resupina,0,IPHC24,Parathyasira cf resupina,NA,NA
IPHC-24,2.5,Passmaditta cf jungermanniae,0,IPHC24,Passmaditta cf jungermanniae,NA,NA
IPHC-24,2.5,Pecten fumatus,0,IPHC24,Pecten fumatus,NA,NA
IPHC-24,2.5,Penion mandarinus,0,IPHC24,Penion mandarinus,NA,NA
IPHC-24,2.5,Petricola (Velargilla) rubiginosa,0,IPHC24,Petricola (Velargilla) rubiginosa,NA,NA
IPHC-24,2.5,Phasianella australis,0,IPHC24,Phasianella australis,NA,NA
IPHC-24,2.5,Phasianotrochus irisodontes,0,IPHC24,Phasianotrochus irisodontes,NA,NA
IPHC-24,2.5,Philine sp.3,0,IPHC24,Philine sp.3,NA,NA
IPHC-24,2.5,Philine sp or retusa sp?,0,IPHC24,Philine sp or retusa sp?,NA,NA
IPHC-24,2.5,Pisinna sp,0,IPHC24,Pisinna sp,NA,NA
IPHC-24,2.5,Placamen placidum,0,IPHC24,Placamen placidum,NA,NA
IPHC-24,2.5,Plesiotrochus monachus,0,IPHC24,Plesiotrochus monachus,NA,NA
IPHC-24,2.5,Polinices (Glossaulax) didyma,0,IPHC24,Polinices (Glossaulax) didyma,NA,NA
IPHC-24,2.5,Pseudamycla miltostoma,0,IPHC24,Pseudamycla miltostoma,NA,NA
IPHC-24,2.5,Pseudamycla sp,0,IPHC24,Pseudamycla sp,NA,NA
IPHC-24,2.5,Pterynotis triformis,0,IPHC24,Pterynotis triformis,NA,NA
IPHC-24,2.5,Pyrgiscus fusca,0,IPHC24,Pyrgiscus fusca,NA,NA
IPHC-24,2.5,Radiocondyla adelaideana,0,IPHC24,Radiocondyla adelaideana,NA,NA
IPHC-24,2.5,Raeta pulchella,0,IPHC24,Raeta pulchella,NA,NA
IPHC-24,2.5,Retusa atkinsoni,0,IPHC24,Retusa atkinsoni,NA,NA
IPHC-24,2.5,Retusa atkinsoni,0,IPHC24,Retusa atkinsoni,NA,NA
IPHC-24,2.5,Salinator fragilis,0,IPHC24,Salinator fragilis,NA,NA
IPHC-24,2.5,Sassia (Cymatiella) verucosa,0,IPHC24,Sassia (Cymatiella) verucosa,NA,NA
IPHC-24,2.5,Scissurella atkinsoni,0,IPHC24,Scissurella atkinsoni,NA,NA
IPHC-24,2.5,Seila crocea,0,IPHC24,Seila crocea,NA,NA
IPHC-24,2.5,Sigapatella calytraeformis,0,IPHC24,Sigapatella calytraeformis,NA,NA
IPHC-24,2.5,Singuinella pygmaeoides,0,IPHC24,Singuinella pygmaeoides,NA,NA
IPHC-24,2.5,Sinum zonale,0,IPHC24,Sinum zonale,NA,NA
IPHC-24,2.5,Siphonochelus syringianus,0,IPHC24,Siphonochelus syringianus,NA,NA
IPHC-24,2.5,Solamen recens (check),0,IPHC24,Solamen recens (check),NA,NA
IPHC-24,2.5,Solen vaginoides,0,IPHC24,Solen vaginoides,NA,NA
IPHC-24,2.5,Spisula (Notospisula) trigonella,0,IPHC24,Spisula (Notospisula) trigonella,NA,NA
IPHC-24,2.5,Syrnola bifasciata,0,IPHC24,Syrnola bifasciata,NA,NA
IPHC-24,2.5,Tahunanina subalata,0,IPHC24,Tahunanina subalata,NA,NA
IPHC-24,2.5,Tatea rufilabris,0,IPHC24,Tatea rufilabris,NA,NA
IPHC-24,2.5,Tawera gallinula,0,IPHC24,Tawera gallinula,NA,NA
IPHC-24,2.5,Tellina margaratina,0,IPHC24,Tellina margaratina,NA,NA
IPHC-24,2.5,Tellina botanica,0,IPHC24,Tellina botanica,NA,NA
IPHC-24,2.5,Tellina deltoides,0,IPHC24,Tellina deltoides,NA,NA
IPHC-24,2.5,Theora lubrica,0,IPHC24,Theora lubrica,NA,NA
IPHC-24,2.5,Theora fragilis,0,IPHC24,Theora fragilis,NA,NA
IPHC-24,2.5,Thracia sp.38,0,IPHC24,Thracia sp.38,NA,NA
IPHC-24,2.5,Channelaxinus adelaideanus,0,IPHC24,Channelaxinus adelaideanus,NA,NA
IPHC-24,2.5,Timoclea sp.4,0,IPHC24,Timoclea sp.4,NA,NA
IPHC-24,2.5,Venericardia bimaculata,0,IPHC24,Venericardia bimaculata,NA,NA
IPHC-24,2.5,Irus cf. carditoides,0,IPHC24,Irus cf. carditoides,NA,NA
IPHC-24,2.5,Irus cf. carditoides,0,IPHC24,Irus cf. carditoides,NA,NA
IPHC-24,2.5,Volvulella rostrata (check),0,IPHC24,Volvulella rostrata (check),NA,NA
IPHC-24,2.5,Waimatea obscura,0,IPHC24,Waimatea obscura,NA,NA
IPHC-24,2.5,Wallucina assimilis,0,IPHC24,Wallucina assimilis,NA,NA
IPHC-24,2.5,Zafra atkinsoni,0,IPHC24,Zafra atkinsoni,NA,NA
IPHC-24,2.5,Zafra fulgida,0,IPHC24,Zafra fulgida,NA,NA
IPHC-24,2.5,Faunal mid-depth,0,IPHC24,Faunal mid-depth,NA,NA
IPHC-24,2.5,MDS code old,0,IPHC24,MDS code old,NA,NA
IPHC-24,2.5,MDS code,0,IPHC24,MDS code,NA,NA
